Main ID,Incident ID,Incident Type,Region of Incident,Website Date,Number of Dead,Country of Origin,Region of Origin,UNSD Geographical Grouping,Incident year,Number of Missing
2016.MMP00688,2016.MMP00688,Incident,Central America,19/7/2016,1,Mexico,Central America,Central America,2016,0
2016.MMP00689,2016.MMP00689,Incident,Eastern Africa,20/7/2016,1,Unknown,Eastern Africa (P),Eastern Africa,2016,0
2016.MMP00690,2016.MMP00690,Incident,Eastern Africa,20/7/2016,1,Unknown,Eastern Africa (P),Eastern Africa,2016,0
2016.MMP00691,2016.MMP00691,Incident,Northern Africa,20/7/2016,3,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00692,2016.MMP00692,Incident,Northern Africa,20/7/2016,2,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00693,2016.MMP00693,Incident,Northern Africa,20/7/2016,1,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00694,2016.MMP00694,Incident,Caribbean,20/7/2016,0,Cuba,Caribbean,Caribbean,2016,2
2016.MMP00695,2016.MMP00695,Incident,Mediterranean,20/7/2016,22,Unknown,Sub-Saharan Africa (P),Uncategorized,2016,0
2016.MMP00696,2016.MMP00696,Incident,Europe,20/7/2016,1,Unknown,Sub-Saharan Africa (P),Western Europe,2016,0
2016.MMP00697,2016.MMP00697,Incident,North America,20/7/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
2016.MMP00698,"2016.MMP00698706, 2016.MMP00698707",Split Incident,Central America,20/7/2016,3,"Honduras, El Salvador",Central America,Central America,2016,0
2016.MMP00699,2016.MMP00699,Incident,Northern Africa,21/7/2016,2,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00700,2016.MMP00700,Incident,North America,21/7/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
2016.MMP00701,2016.MMP00701,Incident,North America,21/7/2016,1,Honduras,Central America,Northern America,2016,0
2016.MMP00702,2016.MMP00702,Incident,North America,21/7/2016,1,Ecuador,South America,Northern America,2016,0
2016.MMP00703,2016.MMP00703,Incident,Mediterranean,22/7/2016,3,Unknown,Sub-Saharan Africa (P),Uncategorized,2016,7
2016.MMP00704,2016.MMP00704,Incident,Mediterranean,22/7/2016,18,Unknown,Mixed,Uncategorized,2016,0
2016.MMP00705,2016.MMP00705,Incident,North America,23/7/2016,1,Guatemala,Central America,Northern America,2016,0
2016.MMP00706,2016.MMP00706,Incident,Central America,23/7/2016,1,Unknown,Latin America / Caribbean (P),Central America,2016,0
2016.MMP00707,2016.MMP00707,Incident,South-eastern Asia,23/7/2016,15,Indonesia,Southern Asia,South-eastern Asia,2016,11
2016.MMP00708,2016.MMP00708,Incident,Central America,24/7/2016,1,Unknown,Unknown,Central America,2016,0
2016.MMP00709,2016.MMP00709,Incident,Central America,24/7/2016,1,Mexico,Central America,Central America,2016,0
2016.MMP00710,2016.MMP00710,Incident,North America,25/7/2016,1,Guatemala,Central America,Northern America,2016,0
2016.MMP00711,2016.MMP00711,Incident,North America,26/7/2016,1,Mexico,Central America,Northern America,2016,0
2016.MMP00713,2016.MMP00713,Incident,Europe,26/7/2016,1,Ethiopia,Eastern Africa,Western Europe,2016,0
2016.MMP00714,2016.MMP00714,Incident,Central America,26/7/2016,1,Mexico,Central America,Central America,2016,0
2016.MMP00715,2016.MMP00715,Incident,Europe,27/7/2016,1,Sudan,Northern Africa,Western Europe,2016,0
2016.MMP00716,2016.MMP00716,Incident,North America,27/7/2016,1,Mexico,Central America,Northern America,2016,0
2016.MMP00717,2016.MMP00717,Incident,North America,27/7/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
2016.MMP00718,2016.MMP00718,Incident,North America,28/7/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
2016.MMP00719,2016.MMP00719,Incident,Central America,29/7/2016,1,Mexico,Central America,Central America,2016,0
2016.MMP00720,2016.MMP00720,Incident,Northern Africa,30/7/2016,9,Sudan,Northern Africa,Northern Africa,2016,0
2016.MMP00721,2016.MMP00721,Incident,North America,30/7/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
2016.MMP00722,2016.MMP00722,Incident,Mediterranean,31/7/2016,1,Unknown,Unknown,Uncategorized,2016,0
2016.MMP00723,2016.MMP00723,Incident,Mediterranean,31/7/2016,4,Unknown,Unknown,Uncategorized,2016,0
2016.MMP00724,2016.MMP00724,Incident,North America,31/7/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
2016.MMP00725,2016.MMP00725,Incident,North America,31/7/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
2016.MMP00726,"2016.MMP00726734, 2016.MMP00726735",Split Incident,Mediterranean,31/7/2016,120,"Unknown, Tunisia","Sub-Saharan Africa (P), Northern Africa",Uncategorized,2016,0
2016.MMP007287,2016.MMP007287,Incident,Northern Africa,31/7/2016,1,Unknown,Unknown,Northern Africa,2016,0
2016.MMP007288,2016.MMP007288,Incident,Northern Africa,31/7/2016,3,Unknown,Unknown,Northern Africa,2016,0
2016.MMP007289,2016.MMP007289,Incident,Northern Africa,31/7/2016,1,Unknown,Unknown,Northern Africa,2016,0
2016.MMP007290,2016.MMP007290,Incident,Northern Africa,31/7/2016,1,Unknown,Unknown,Northern Africa,2016,0
2016.MMP007291,2016.MMP007291,Incident,Northern Africa,31/7/2016,1,Unknown,Unknown,Northern Africa,2016,0
2016.MMP007292,2016.MMP007292,Incident,Northern Africa,31/7/2016,3,Unknown,Unknown,Northern Africa,2016,0
2016.MMP007293,2016.MMP007293,Incident,Northern Africa,31/7/2016,1,Unknown,Unknown,Northern Africa,2016,0
2016.MMP007294,2016.MMP007294,Incident,Northern Africa,31/7/2016,1,Unknown,Unknown,Northern Africa,2016,0
2016.MMP007295,2016.MMP007295,Incident,Northern Africa,31/7/2016,2,Unknown,Unknown,Northern Africa,2016,0
2016.MMP007296,2016.MMP007296,Incident,Northern Africa,31/7/2016,1,Unknown,Unknown,Northern Africa,2016,0
2016.MMP007297,2016.MMP007297,Incident,Western Africa,31/7/2016,1,Unknown,Unknown,Western Africa,2016,0
2016.MMP007298,2016.MMP007298,Incident,Northern Africa,31/7/2016,1,Unknown,Unknown,Northern Africa,2016,0
2016.MMP007299,2016.MMP007299,Incident,Western Africa,31/7/2016,1,Unknown,Unknown,Western Africa,2016,0
2016.MMP007300,2016.MMP007300,Incident,Western Africa,31/7/2016,10,Unknown,Unknown,Western Africa,2016,0
2016.MMP007301,2016.MMP007301,Incident,Northern Africa,1/8/2016,6,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP007302,2016.MMP007302,Incident,Northern Africa,1/8/2016,6,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP007303,2016.MMP007303,Incident,Central America,1/8/2016,1,Honduras,Central America,Central America,2016,0
2016.MMP007304,2016.MMP007304,Incident,North America,1/8/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
2016.MMP007305,2016.MMP007305,Incident,North America,1/8/2016,1,Guatemala,Central America,Northern America,2016,0
2016.MMP007306,2016.MMP007306,Incident,Central America,1/8/2016,1,Honduras,Central America,Central America,2016,0
2016.MMP007307,2016.MMP007307,Incident,North America,1/8/2016,1,Mexico,Central America,Northern America,2016,0
2016.MMP007308,2016.MMP007308,Incident,North America,1/8/2016,1,Mexico,Central America,Northern America,2016,0
2016.MMP007309,2016.MMP007309,Incident,Central America,1/8/2016,8,Unknown,Unknown,Central America,2016,2
2016.MMP007310,2016.MMP007310,Incident,Mediterranean,2/8/2016,21,Mixed,Mixed,Uncategorized,2016,0
2016.MMP007311,2016.MMP007311,Incident,Central America,3/8/2016,2,Honduras,Central America,Central America,2016,0
2016.MMP007312,2016.MMP007312,Incident,Northern Africa,4/8/2016,3,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP007313,2016.MMP007313,Incident,Central America,4/8/2016,1,Dominican Republic,Caribbean,Central America,2016,0
2016.MMP007314,2016.MMP007314,Incident,North America,4/8/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
2016.MMP007315,2016.MMP007315,Incident,North America,6/8/2016,1,Mexico,Central America,Northern America,2016,0
2016.MMP007316,2016.MMP007316,Incident,North America,6/8/2016,1,Mexico,Central America,Northern America,2016,0
2016.MMP007317,2016.MMP007317,Incident,North America,6/8/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
2016.MMP007318,2016.MMP007318,Incident,North America,6/8/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
2016.MMP007319,2016.MMP007319,Incident,North America,7/8/2016,1,Mexico,Central America,Northern America,2016,0
2016.MMP007320,2016.MMP007320,Incident,North America,7/8/2016,1,Guatemala,Central America,Northern America,2016,0
2016.MMP007321,2016.MMP007321,Incident,Central America,7/8/2016,1,Honduras,Central America,Central America,2016,0
2016.MMP007322,2016.MMP007322,Incident,Mediterranean,8/8/2016,1,Unknown,Unknown,Uncategorized,2016,0
2016.MMP007323,2016.MMP007323,Incident,Central America,8/8/2016,1,Unknown,Latin America / Caribbean (P),Central America,2016,0
2016.MMP007324,2016.MMP007324,Incident,North America,8/8/2016,1,Guatemala,Central America,Northern America,2016,0
2016.MMP007325,2016.MMP007325,Incident,North America,8/8/2016,1,Mexico,Central America,Northern America,2016,0
2016.MMP007326,2016.MMP007326,Incident,North America,8/8/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
2016.MMP007327,2016.MMP007327,Incident,North America,8/8/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
2016.MMP007328,2016.MMP007328,Incident,North America,9/8/2016,1,Guatemala,Central America,Northern America,2016,0
2016.MMP007330,2016.MMP007330,Incident,North America,10/8/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
2016.MMP007331,2016.MMP007331,Incident,Central America,10/8/2016,1,Mexico,Central America,Central America,2016,0
2016.MMP007332,2016.MMP007332,Incident,Central America,11/8/2016,6,Unknown,Latin America / Caribbean (P),South America,2016,0
2016.MMP007333,2016.MMP007333,Incident,Northern Africa,11/8/2016,1,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP007334,2016.MMP007334,Incident,Eastern Africa,11/8/2016,2,Unknown,Eastern Africa (P),Eastern Africa,2016,0
2016.MMP007335,2016.MMP007335,Incident,Northern Africa,11/8/2016,1,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP007336,2016.MMP007336,Incident,Mediterranean,11/8/2016,0,Unknown,Unknown,Uncategorized,2016,9
2016.MMP007337,2016.MMP007337,Incident,Central America,12/8/2016,1,El Salvador,Central America,Central America,2016,0
2016.MMP007338,2016.MMP007338,Incident,Central America,13/8/2016,1,Mexico,Central America,Central America,2016,0
2016.MMP007339,2016.MMP007339,Incident,Northern Africa,13/8/2016,2,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP007340,2016.MMP007340,Incident,Northern Africa,13/8/2016,2,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP007341,2016.MMP007341,Incident,Northern Africa,14/8/2016,2,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP007342,2016.MMP007342,Incident,Eastern Africa,14/8/2016,1,Unknown,Eastern Africa (P),Eastern Africa,2016,0
2016.MMP007343,2016.MMP007343,Incident,Northern Africa,15/8/2016,2,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP007344,2016.MMP007344,Incident,Northern Africa,15/8/2016,2,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP007345,2016.MMP007345,Incident,Mediterranean,15/8/2016,1,Unknown,Northern Africa,Uncategorized,2016,0
2016.MMP007346,2016.MMP007346,Incident,Mediterranean,15/8/2016,1,Unknown,Unknown,Uncategorized,2016,0
2016.MMP007347,2016.MMP007347,Incident,Mediterranean,15/8/2016,3,Unknown,Unknown,Uncategorized,2016,0
2016.MMP007348,2016.MMP007348,Incident,North America,16/8/2016,1,Honduras,Central America,Northern America,2016,0
2016.MMP007349,2016.MMP007349,Incident,South America,16/8/2016,1,Haiti,Caribbean,South America,2016,0
2016.MMP007350,2016.MMP007350,Incident,Central America,17/8/2016,3,Honduras,Central America,Central America,2016,0
2016.MMP007351,2016.MMP007351,Incident,Mediterranean,17/8/2016,0,Morocco,Northern Africa,Uncategorized,2016,1
2016.MMP007352,2016.MMP007352,Incident,Eastern Africa,17/8/2016,1,Unknown,Eastern Africa (P),Eastern Africa,2016,0
2016.MMP007353,2016.MMP007353,Incident,Northern Africa,17/8/2016,7,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP007354,2016.MMP007354,Incident,Northern Africa,18/8/2016,3,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP007355,2016.MMP007355,Incident,Northern Africa,18/8/2016,8,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP007356,2016.MMP007356,Incident,Mediterranean,18/8/2016,5,Syrian Arab Republic,Western Asia,Uncategorized,2016,2
2016.MMP007357,2016.MMP007357,Incident,Northern Africa,19/8/2016,2,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP007358,2016.MMP007358,Incident,Northern Africa,19/8/2016,1,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP007359,2016.MMP007359,Incident,Northern Africa,19/8/2016,2,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP007360,2016.MMP007360,Incident,South America,19/8/2016,1,Haiti,Caribbean,South America,2016,0
2016.MMP007361,2016.MMP007361,Incident,Central America,20/8/2016,1,Cuba,Caribbean,Central America,2016,0
2016.MMP007362,2016.MMP007362,Incident,Eastern Africa,20/8/2016,1,Unknown,Eastern Africa (P),Eastern Africa,2016,0
2016.MMP007363,2016.MMP007363,Incident,Eastern Africa,20/8/2016,3,Unknown,Eastern Africa (P),Eastern Africa,2016,0
2016.MMP007364,2016.MMP007364,Incident,Eastern Africa,21/8/2016,1,Unknown,Eastern Africa (P),Eastern Africa,2016,0
2016.MMP007365,2016.MMP007365,Incident,Eastern Africa,21/8/2016,1,Unknown,Eastern Africa (P),Eastern Africa,2016,0
2016.MMP007366,2016.MMP007366,Incident,North America,21/8/2016,1,Guatemala,Central America,Northern America,2016,0
2016.MMP007367,2016.MMP007367,Incident,Mediterranean,21/8/2016,1,Syrian Arab Republic,Western Asia,Uncategorized,2016,2
2016.MMP007368,2016.MMP007368,Incident,North America,22/8/2016,1,Mexico,Central America,Northern America,2016,0
2016.MMP007369,2016.MMP007369,Incident,Europe,22/8/2016,1,Sudan,Northern Africa,Western Europe,2016,0
2016.MMP007370,2016.MMP007370,Incident,North America,23/8/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
2016.MMP007371,2016.MMP007371,Incident,Mediterranean,23/8/2016,0,Guinea,Western Africa,Uncategorized,2016,7
2016.MMP007372,2016.MMP007372,Incident,Western Asia,23/8/2016,1,Syrian Arab Republic,Western Asia,Western Asia,2016,0
2016.MMP007373,2016.MMP007373,Incident,North America,23/8/2016,1,Nicaragua,Central America,Northern America,2016,0
2016.MMP007374,2016.MMP007374,Incident,North America,24/8/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
2016.MMP007375,2016.MMP007375,Incident,Europe,24/8/2016,1,Afghanistan,Southern Asia,Southern Europe,2016,0
2016.MMP007376,2016.MMP007376,Incident,Mediterranean,25/8/2016,1,Unknown,Unknown,Uncategorized,2016,0
2016.MMP007377,2016.MMP007377,Incident,Central America,26/8/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
2016.MMP007378,2016.MMP007378,Incident,Mediterranean,26/8/2016,1,Unknown,Sub-Saharan Africa (P),Uncategorized,2016,0
2016.MMP007379,2016.MMP007379,Incident,North America,26/8/2016,1,Mexico,Central America,Northern America,2016,0
2016.MMP007380,2016.MMP007380,Incident,North America,26/8/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
2016.MMP007381,2016.MMP007381,Incident,North America,27/8/2016,1,Mexico,Central America,Northern America,2016,0
2016.MMP007382,2016.MMP007382,Incident,South America,27/8/2016,1,Cuba,Caribbean,South America,2016,0
2016.MMP007383,2016.MMP007383,Incident,Central America,28/8/2016,1,Unknown,Latin America / Caribbean (P),Central America,2016,0
2016.MMP007384,2016.MMP007384,Incident,Central America,28/8/2016,1,Unknown,Latin America / Caribbean (P),Central America,2016,0
2016.MMP007385,2016.MMP007385,Incident,Mediterranean,29/8/2016,2,Unknown,Unknown,Uncategorized,2016,0
2016.MMP007386,2016.MMP007386,Incident,North America,29/8/2016,1,Guatemala,Central America,Northern America,2016,0
2016.MMP007387,2016.MMP007387,Incident,Eastern Africa,29/8/2016,3,Ethiopia,Eastern Africa,Eastern Africa,2016,0
2016.MMP007388,2016.MMP007388,Incident,North America,30/8/2016,1,Guatemala,Central America,Northern America,2016,0
2016.MMP007389,2016.MMP007389,Incident,Northern Africa,30/8/2016,2,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP007390,2016.MMP007390,Incident,Central America,31/8/2016,6,Guatemala,Central America,Central America,2016,0
2016.MMP007391,2016.MMP007391,Incident,Mediterranean,31/8/2016,3,Unknown,Unknown,Uncategorized,2016,0
2016.MMP007392,2016.MMP007392,Incident,Mediterranean,31/8/2016,1,Unknown,Unknown,Uncategorized,2016,0
2016.MMP007393,2016.MMP007393,Incident,Northern Africa,31/8/2016,3,Unknown,Unknown,Northern Africa,2016,0
2016.MMP007394,2016.MMP007394,Incident,Northern Africa,31/8/2016,1,Unknown,Unknown,Northern Africa,2016,0
2016.MMP007395,2016.MMP007395,Incident,Northern Africa,31/8/2016,5,Unknown,Unknown,Northern Africa,2016,0
2016.MMP007396,2016.MMP007396,Incident,Western Africa,31/8/2016,7,Unknown,Unknown,Western Africa,2016,0
2016.MMP007397,2016.MMP007397,Incident,Northern Africa,31/8/2016,1,Unknown,Unknown,Northern Africa,2016,0
2016.MMP007398,2016.MMP007398,Incident,Northern Africa,31/8/2016,5,Unknown,Unknown,Northern Africa,2016,0
2016.MMP007399,2016.MMP007399,Incident,Northern Africa,31/8/2016,5,Unknown,Unknown,Northern Africa,2016,0
2016.MMP007400,2016.MMP007400,Incident,Western Africa,31/8/2016,7,Unknown,Unknown,Western Africa,2016,0
2016.MMP007401,2016.MMP007401,Incident,Northern Africa,31/8/2016,10,Unknown,Unknown,Northern Africa,2016,0
2016.MMP007402,2016.MMP007402,Incident,Mediterranean,1/9/2016,1,Papua New Guinea,Oceania,Uncategorized,2016,0
2016.MMP007403,2016.MMP007403,Incident,Central America,2/9/2016,1,Honduras,Central America,Central America,2016,0
2016.MMP007404,2016.MMP007404,Incident,North America,2/9/2016,1,Mexico,Central America,Northern America,2016,0
2016.MMP007405,2016.MMP007405,Incident,North America,2/9/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
2016.MMP007406,2016.MMP007406,Incident,Central America,2/9/2016,3,Unknown,Latin America / Caribbean (P),Central America,2016,0
2016.MMP007407,2016.MMP007407,Incident,North America,3/9/2016,1,Mexico,Central America,Northern America,2016,0
2016.MMP007408,2016.MMP007408,Incident,Mediterranean,2/9/2016,3,Unknown,Unknown,Uncategorized,2016,0
2016.MMP007409,2016.MMP007409,Incident,Northern Africa,2/9/2016,2,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP007410,2016.MMP007410,Incident,North America,3/9/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
2016.MMP007411,2016.MMP007411,Incident,Central America,3/9/2016,1,Unknown,Latin America / Caribbean (P),Central America,2016,0
2016.MMP007412,2016.MMP007412,Incident,Mediterranean,5/9/2016,7,Unknown,Unknown,Uncategorized,2016,0
2016.MMP007413,2016.MMP007413,Incident,Mediterranean,5/9/2016,1,Unknown,Unknown,Uncategorized,2016,0
2016.MMP007414,2016.MMP007414,Incident,Mediterranean,5/9/2016,7,Unknown,Unknown,Uncategorized,2016,0
2016.MMP007415,2016.MMP007415,Incident,Mediterranean,5/9/2016,5,Unknown,Unknown,Uncategorized,2016,0
2016.MMP007416,2016.MMP007416,Incident,North America,6/9/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
2016.MMP007417,2016.MMP007417,Incident,Europe,6/9/2016,1,Unknown,Sub-Saharan Africa (P),Western Europe,2016,0
2016.MMP007418,2016.MMP007418,Incident,Mediterranean,7/9/2016,4,Unknown,Unknown,Uncategorized,2016,0
2016.MMP007419,2016.MMP007419,Incident,North America,7/9/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
2016.MMP007420,2016.MMP007420,Incident,North America,7/9/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
